"ITTER107","Territorio","TIPO_DATO2","Tipo indice","PRODCONS_AGRI_A","Prodotti acquistati","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2022-12","Dic-2022",128.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-01","Gen-2023",133.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-02","Feb-2023",134.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-03","Mar-2023",134.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-04","Apr-2023",136.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-05","Mag-2023",134.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-06","Giu-2023",134.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-07","Lug-2023",134.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-08","Ago-2023",134.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-09","Set-2023",134.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2022-09","Set-2022",1.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2022-10","Ott-2022",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2022-11","Nov-2022",-0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2022-12","Dic-2022",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-01","Gen-2023",3.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-02","Feb-2023",0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-03","Mar-2023",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-04","Apr-2023",1.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-05","Mag-2023",-1.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-06","Giu-2023",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-07","Lug-2023",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-08","Ago-2023",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-09","Set-2023",0,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2022-09","Set-2022",14.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2022-10","Ott-2022",14.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2022-11","Nov-2022",10.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2022-12","Dic-2022",10.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-01","Gen-2023",12.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-02","Feb-2023",12.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-03","Mar-2023",9.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-04","Apr-2023",10.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-05","Mag-2023",8.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-06","Giu-2023",7.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-07","Lug-2023",7.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-08","Ago-2023",6.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","PLANTTECTI","antiparassitari","2023-09","Set-2023",4.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-09","Set-2022",127.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-10","Ott-2022",128.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-11","Nov-2022",127.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-12","Dic-2022",127.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-01","Gen-2023",132.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-02","Feb-2023",133.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-03","Mar-2023",133.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-04","Apr-2023",134.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-05","Mag-2023",132.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-06","Giu-2023",132,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-07","Lug-2023",132.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-08","Ago-2023",132.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-09","Set-2023",133.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-09","Set-2022",0.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-10","Ott-2022",0.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-11","Nov-2022",-1.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-12","Dic-2022",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-01","Gen-2023",4.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-02","Feb-2023",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-03","Mar-2023",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-04","Apr-2023",0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-05","Mag-2023",-1.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-06","Giu-2023",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-07","Lug-2023",0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-08","Ago-2023",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-09","Set-2023",0.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-09","Set-2022",16.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-10","Ott-2022",16.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-11","Nov-2022",12.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2022-12","Dic-2022",11,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-01","Gen-2023",12.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-02","Feb-2023",12.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-03","Mar-2023",11.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-04","Apr-2023",11.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-05","Mag-2023",8.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-06","Giu-2023",7.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-07","Lug-2023",5.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-08","Ago-2023",5.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FUNGIS","anticrittogamici","2023-09","Set-2023",4.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-09","Set-2022",130.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-10","Ott-2022",130.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-11","Nov-2022",130.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-12","Dic-2022",130.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-01","Gen-2023",136.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-02","Feb-2023",140.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-03","Mar-2023",142.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-04","Apr-2023",144,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-05","Mag-2023",143.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-06","Giu-2023",143.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-07","Lug-2023",143.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-08","Ago-2023",142.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-09","Set-2023",142.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-09","Set-2022",3.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-10","Ott-2022",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-11","Nov-2022",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-12","Dic-2022",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-01","Gen-2023",4.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-02","Feb-2023",2.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-03","Mar-2023",1.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-04","Apr-2023",1.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-05","Mag-2023",-0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-06","Giu-2023",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-07","Lug-2023",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-08","Ago-2023",-0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-09","Set-2023",0,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-09","Set-2022",13,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-10","Ott-2022",11.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-11","Nov-2022",10.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2022-12","Dic-2022",10.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-01","Gen-2023",14.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-02","Feb-2023",16.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-03","Mar-2023",16,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-04","Apr-2023",16.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-05","Mag-2023",15.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-06","Giu-2023",15.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-07","Lug-2023",15.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-08","Ago-2023",12.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","INSECDES","insetticidi","2023-09","Set-2023",9.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-09","Set-2022",127.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-10","Ott-2022",128.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-11","Nov-2022",128,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-12","Dic-2022",128.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-01","Gen-2023",131.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-02","Feb-2023",131.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-03","Mar-2023",131.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-04","Apr-2023",134.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-05","Mag-2023",131.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-06","Giu-2023",131.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-07","Lug-2023",131.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-08","Ago-2023",131.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-09","Set-2023",131,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-09","Set-2022",0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-10","Ott-2022",0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-11","Nov-2022",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-12","Dic-2022",0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-01","Gen-2023",2.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-02","Feb-2023",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-03","Mar-2023",-0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-04","Apr-2023",2.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-05","Mag-2023",-2.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-06","Giu-2023",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-07","Lug-2023",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-08","Ago-2023",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-09","Set-2023",-0.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-09","Set-2022",14.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-10","Ott-2022",13.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-11","Nov-2022",9.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2022-12","Dic-2022",9.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-01","Gen-2023",11.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-02","Feb-2023",10.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-03","Mar-2023",5.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-04","Apr-2023",7.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-05","Mag-2023",4.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-06","Giu-2023",4.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-07","Lug-2023",3.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-08","Ago-2023",3.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","HERBIS","diserbanti","2023-09","Set-2023",2.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VETERYSER","spese veterinarie","2022-09","Set-2022",126.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VETERYSER","spese veterinarie","2022-10","Ott-2022",126.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VETERYSER","spese veterinarie","2022-11","Nov-2022",126.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VETERYSER","spese veterinarie","2022-12","Dic-2022",126.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VETERYSER","spese veterinarie","2023-01","Gen-2023",125.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VETERYSER","spese veterinarie","2023-02","Feb-2023",125.9,,
